participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.aa_treatment,player.ra_treatment,player.action1_b,player.green_red,player.a_or_b,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
343,li4oepk6,,0,26,25,v3_ra_outro,Dropouts,10.69.240.143,2019-03-11 14:55:58.372207+00:00,1,AT0COJ1G23ZB0,3WOKGM4L726EAE6R9SMYFZ6VI0Z0O6,0.00,343,0,1,0,14,35,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
344,mvqcxlmf,,0,26,25,v3_ra_outro,Dropouts,10.79.217.135,2019-03-11 14:56:08.887351+00:00,1,A2TVJTQ4VXATE6,3LRLIPTPERZRL0JU32RYXO1Z7H5AKR,1.00,344,0,1,0,26,87,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
345,vznwfiln,,0,26,25,v3_ra_outro,Dropouts,10.45.52.80,2019-03-11 14:56:09.092654+00:00,1,A1GRLZL4F72RBJ,3U5JL4WY5LZI3B2KTKWWAFN1BGO4XZ,0.00,345,0,1,0,24,34,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
346,39ixkiag,,0,26,25,v3_ra_outro,Dropouts,10.165.124.30,2019-03-11 14:56:14.024405+00:00,1,A2X2OS8NNDMJY0,3RJSC4XJ11KS24094DQZ6T6415U051,0.00,346,0,1,1,0,0,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
347,cu1s0qkd,,0,26,25,v3_ra_outro,Dropouts,10.136.201.131,2019-03-11 14:56:28.940258+00:00,1,A3ULACFKAGPVU8,3MTMREQS4W8IG0DBSGA1LZVUUOAAWJ,0.00,347,0,1,0,75,74,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
348,yyx4zdeu,,0,26,25,v3_ra_outro,Dropouts,10.97.168.40,2019-03-11 14:56:48.602310+00:00,1,ACFPXI6LMHSZU,3NS0A6KXC5YNKMVJP3MIGP0F9LRZGA,0.00,348,0,1,0,0,0,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
349,g6rz71br,,0,2,25,v3_ra_intro,Instructions1,10.111.208.107,2019-03-11 14:56:59.781809+00:00,1,A2E686OAN98DU9,3YDTZAI2WY6ADAHRMRBPF6J0615413,0.00,349,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
350,egb5svzo,,0,26,25,v3_ra_outro,Dropouts,10.142.105.142,2019-03-11 14:57:09.158527+00:00,1,A16OH8XXYY0AAS,3BF51CHDTW04IXK45FR8VQ9U6EP0HM,3.00,350,0,1,1,0,0,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
351,kgvlt3nl,,0,1,25,v3_ra_intro,Introduction,10.45.77.207,2019-03-11 14:58:38.239602+00:00,1,A2QMHQXR8K4VJ2,326O153BMJOMX7UWRQ7XPUW08N6DEC,0.00,351,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
352,q2m34y5n,,0,26,25,v3_ra_outro,Dropouts,10.95.241.53,2019-03-11 14:59:51.391201+00:00,1,A1U6ZEJNXP1C34,3YOH7BII0AXBDOMSEXIUTBFCSR6VKD,1.00,352,0,1,0,22,3,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
353,95o4msa1,,0,26,25,v3_ra_outro,Dropouts,10.37.194.140,2019-03-11 15:00:10.923194+00:00,1,AEBMA5BAWFBMJ,3I7DHKZYGOQJZ8FZ7V9K90T877N5FE,0.00,353,0,1,1,4,23,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
354,8xsormxy,,0,26,25,v3_ra_outro,Dropouts,10.61.206.144,2019-03-11 15:00:15.417109+00:00,1,A3E8SXH0BAYG85,3B837J3LDPMH80IJAMMMJ0HJOF1SRT,0.00,354,0,1,0,67,23,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
355,9rl5b6ja,,0,5,25,v3_ra_intro,Comprehension2,10.97.216.79,2019-03-11 15:01:01.339200+00:00,1,A2RQZJV3501QIH,3C8HJ7UOP8KNCWR506KDTUKC576ZML,0.00,355,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
356,n787iekt,,0,1,25,v3_ra_intro,Introduction,10.43.226.153,2019-03-11 15:01:52.294638+00:00,1,A2CNXQG6YYHTDF,3N2BF7Y2VRK1LBRBUKE6TNG79HRMHK,0.00,356,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
357,mzolsccj,,0,26,25,v3_ra_outro,Dropouts,10.7.155.97,2019-03-11 15:04:23.330757+00:00,1,A2R0YYUAWNT7UD,351SEKWQS17K9VM98OVG2219HPXMDA,0.00,357,0,1,1,21,52,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
358,ypxo4dys,,0,26,25,v3_ra_outro,Dropouts,10.81.252.246,2019-03-11 15:05:50.865466+00:00,1,A23A1WMFNPETYQ,3NPFYT4IZDUYFRV4OLYXJ4K41LXXGF,0.00,358,0,1,1,0,9,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
359,wrfnwrka,,0,26,25,v3_ra_outro,Dropouts,10.35.246.111,2019-03-11 15:06:48.943015+00:00,1,A3JWGOPNVDX5AI,3ATPCQ38J90M558B7HSP6WGA5WFYAB,0.00,359,0,1,1,4,88,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
360,fk33j9ou,,0,26,25,v3_ra_outro,Dropouts,10.63.144.56,2019-03-11 15:07:25.503470+00:00,1,A1NSWJKFJIZ06J,39DD6S19JQ1P08ZSJ8WUGMF3W5FZEW,3.00,360,0,1,1,54,30,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
361,841ronbl,,0,26,25,v3_ra_outro,Dropouts,10.45.86.42,2019-03-11 15:09:40.408894+00:00,1,A3GZYWA9S6J0K9,32M8BPYGAUC1PW69PZYWGUXPD8TIG0,0.00,361,0,1,0,9,65,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
362,691jmyw2,,0,26,25,v3_ra_outro,Dropouts,10.29.124.82,2019-03-11 15:10:33.101131+00:00,1,A2C7A6E70NYNUI,3NC5L260MPC57ILHCA5JI6TZO2SFOT,0.00,362,0,1,1,14,13,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
363,4v6acuuf,,0,26,25,v3_ra_outro,Dropouts,10.97.168.40,2019-03-11 15:11:56.763177+00:00,1,AV4U1DYVVLJKG,3YDTZAI2WY6ADAHRMRBPF6J0615413,0.00,363,0,1,1,74,19,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
364,rtrrzhyk,,0,4,25,v3_ra_intro,Comprehension1_check,10.30.81.230,2019-03-11 15:13:01.597955+00:00,1,A12SALDGX9429J,3VNXK88KKD8RWS31A0R5321WHXW9VZ,0.00,364,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
365,ofhqtzr2,,0,26,25,v3_ra_outro,Dropouts,10.67.231.51,2019-03-11 15:16:14.304976+00:00,1,A2I0ANKY20XQRX,3R6P78PK7L1RYAMKJBX0U1ZYOPCGTI,0.00,365,0,1,1,1,0,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
366,15a9xxwb,,0,1,25,v3_ra_intro,Introduction,10.16.240.138,2019-03-11 15:16:45.295472+00:00,1,A11TREGDHSUSJW,3J88R45B2HO4S4O3R4OKDDYW2CFXPE,0.00,366,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
367,pr3g56xo,,0,26,25,v3_ra_outro,Dropouts,10.63.87.207,2019-03-11 15:20:05.012681+00:00,1,A1Z1O6MMOB3UWW,32AT8R96GMZ9OSA0EGHROB43VEESU6,0.00,367,0,1,0,21,40,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
368,kq4764ba,,0,26,25,v3_ra_outro,Dropouts,10.67.134.133,2019-03-11 15:20:51.911225+00:00,1,A281ASP4WWAN3E,3FFJ6VRIL2E4ESVOBX9TV2A96RZI0S,0.00,368,0,1,1,91,22,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
369,63ibs3mb,,0,26,25,v3_ra_outro,Dropouts,10.69.143.183,2019-03-11 15:21:07.575038+00:00,1,AR1IWBDA7MC86,3IRIK4HM3BA8F0V3LCTOT0M56P6C6Q,0.00,369,0,1,1,100,100,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
370,8wabe7ok,,0,26,25,v3_ra_outro,Dropouts,10.136.201.131,2019-03-11 15:21:59.920246+00:00,1,A5OBJUPZLVOKG,3J88R45B2HO4S4O3R4OKDDYW2CFXPE,0.00,370,0,1,0,11,41,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
371,6pg3vpa3,,0,0,25,,,,,0,,,0.00,371,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
372,l55ojevi,,0,0,25,,,,,0,,,0.00,372,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
373,37zauxcd,,0,0,25,,,,,0,,,0.00,373,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
374,ppzlm4fd,,0,0,25,,,,,0,,,0.00,374,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
375,r5k35w6z,,0,0,25,,,,,0,,,0.00,375,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
376,374htvg5,,0,0,25,,,,,0,,,0.00,376,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
377,dglzgkxv,,0,0,25,,,,,0,,,0.00,377,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
378,xv640c30,,0,0,25,,,,,0,,,0.00,378,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
379,8x6dugs2,,0,0,25,,,,,0,,,0.00,379,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
380,asj345sj,,0,0,25,,,,,0,,,0.00,380,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
381,nw9qo2n9,,0,0,25,,,,,0,,,0.00,381,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
382,dtddz8jl,,0,0,25,,,,,0,,,0.00,382,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
383,d4qwwhhy,,0,0,25,,,,,0,,,0.00,383,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
384,92dzu01x,,0,0,25,,,,,0,,,0.00,384,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
385,vu1iuo9m,,0,0,25,,,,,0,,,0.00,385,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
386,h06y6ccj,,0,0,25,,,,,0,,,0.00,386,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
387,pk6dgu8k,,0,0,25,,,,,0,,,0.00,387,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
388,ghz45nll,,0,0,25,,,,,0,,,0.00,388,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
389,gcag2upm,,0,0,25,,,,,0,,,0.00,389,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
390,wo24mqb8,,0,0,25,,,,,0,,,0.00,390,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
391,kh9m5mwg,,0,0,25,,,,,0,,,0.00,391,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
392,jdjy4t0j,,0,0,25,,,,,0,,,0.00,392,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
393,zun7qotc,,0,0,25,,,,,0,,,0.00,393,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
394,noln61cg,,0,0,25,,,,,0,,,0.00,394,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
395,mkyqgjhl,,0,0,25,,,,,0,,,0.00,395,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
396,d0mcfmf4,,0,0,25,,,,,0,,,0.00,396,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
397,locqcun0,,0,0,25,,,,,0,,,0.00,397,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
398,hcmxsjgw,,0,0,25,,,,,0,,,0.00,398,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
399,sok9tomr,,0,0,25,,,,,0,,,0.00,399,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
400,kt25yy7a,,0,0,25,,,,,0,,,0.00,400,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
401,oef1l50b,,0,0,25,,,,,0,,,0.00,401,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
402,58x02f9j,,0,0,25,,,,,0,,,0.00,402,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
403,5xu2x2u1,,0,0,25,,,,,0,,,0.00,403,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
404,e9y6qhvg,,0,0,25,,,,,0,,,0.00,404,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
405,a5mu84nr,,0,0,25,,,,,0,,,0.00,405,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
406,qp2coim8,,0,0,25,,,,,0,,,0.00,406,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
407,hjqgyz23,,0,0,25,,,,,0,,,0.00,407,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
408,d6je6g43,,0,0,25,,,,,0,,,0.00,408,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
409,htwx6hez,,0,0,25,,,,,0,,,0.00,409,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
410,1lyyectz,,0,0,25,,,,,0,,,0.00,410,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
411,f512tf8x,,0,0,25,,,,,0,,,0.00,411,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
412,zbxwnv8m,,0,0,25,,,,,0,,,0.00,412,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
413,x15huhm8,,0,0,25,,,,,0,,,0.00,413,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
414,zmkthdqo,,0,0,25,,,,,0,,,0.00,414,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
415,btxmu1vq,,0,0,25,,,,,0,,,0.00,415,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
416,rfxg6s4n,,0,0,25,,,,,0,,,0.00,416,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
417,8zk3yfvq,,0,0,25,,,,,0,,,0.00,417,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
418,f26xdv6x,,0,0,25,,,,,0,,,0.00,418,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
419,62gbo4d4,,0,0,25,,,,,0,,,0.00,419,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
420,7e397avx,,0,0,25,,,,,0,,,0.00,420,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
421,acjl0kxe,,0,0,25,,,,,0,,,0.00,421,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
422,1zm8dwlh,,0,0,25,,,,,0,,,0.00,422,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
423,9cfcaway,,0,0,25,,,,,0,,,0.00,423,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
424,ktlbccmh,,0,0,25,,,,,0,,,0.00,424,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
425,351s0ndm,,0,0,25,,,,,0,,,0.00,425,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
426,lp7kixps,,0,0,25,,,,,0,,,0.00,426,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
427,23h2kuox,,0,0,25,,,,,0,,,0.00,427,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
428,a315bva5,,0,0,25,,,,,0,,,0.00,428,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
429,pmt73tgm,,0,0,25,,,,,0,,,0.00,429,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
430,lck2uxff,,0,0,25,,,,,0,,,0.00,430,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
431,go2bbt3t,,0,0,25,,,,,0,,,0.00,431,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
432,sukj5t5l,,0,0,25,,,,,0,,,0.00,432,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
433,w9ssj3f6,,0,0,25,,,,,0,,,0.00,433,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
434,3k5trjdq,,0,0,25,,,,,0,,,0.00,434,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
435,p6jtuwzv,,0,0,25,,,,,0,,,0.00,435,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
436,m1m4wb4l,,0,0,25,,,,,0,,,0.00,436,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
437,j1j77i28,,0,0,25,,,,,0,,,0.00,437,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
438,e5vp2gk2,,0,0,25,,,,,0,,,0.00,438,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
439,c5p39ct1,,0,0,25,,,,,0,,,0.00,439,0,1,,,,0.00,1,1,vlc1mlvn,,,3O0M2G5VC6SPGWMS01LG5S5UHJK94B,3LCM1J6T2D89H06RJYUOYQXN49JYCR,,0
